date,rainfall_mm
2026-01-02,0.01
2026-01-03,0.0
2026-01-04,0.01
2026-01-05,0.07
2026-01-06,8.16
2026-01-07,0.35
2026-01-08,18.22
2026-01-09,0.27
2026-01-10,0.03
2026-01-11,9.88
2026-01-12,3.17
2026-01-13,10.3
2026-01-14,3.54
2026-01-15,21.35
2026-01-16,3.5
2026-01-17,0.83
2026-01-18,0.12
2026-01-19,3.24
2026-01-20,18.41
2026-01-21,22.56
2026-01-22,6.43
2026-01-23,0.66
2026-01-24,5.85
2026-01-25,0.57
2026-01-26,22.45
2026-01-27,3.46
2026-01-28,0.31
2026-01-29,9.5
2026-01-30,7.73
2026-01-31,3.45
2026-02-01,10.11
2026-02-02,1.29
2026-02-03,13.14
2026-02-04,3.09
2026-02-05,18.14
2026-02-06,5.53
2026-02-07,2.67
2026-02-08,1.0
2026-02-09,2.31
2026-02-10,3.42
2026-02-11,5.12
2026-02-12,0.94
2026-02-13,0.02
2026-02-14,1.52
2026-02-15,13.35
2026-02-16,0.44
2026-02-17,0.0
2026-02-18,11.41
2026-02-19,0.07
2026-02-20,1.84
2026-02-21,1.12
2026-02-22,1.24
2026-02-23,0.05
2026-02-24,0.03
2026-02-25,0.0
2026-02-26,3.47
2026-02-27,5.51
2026-02-28,0.91
2026-03-01,2.16
2026-03-02,0.0
2026-03-03,0.0
2026-03-04,0.0
2026-03-05,0.0
2026-03-06,11.07
2026-03-07,0.0
2026-03-08,0.03
2026-03-09,0.08
2026-03-10,3.39
2026-03-11,0.03
2026-03-12,10.35
2026-03-13,1.07
2026-03-14,0.0
2026-03-15,2.29
2026-03-16,0.08
2026-03-17,0.0
2026-03-18,0.01
2026-03-19,0.0
2026-03-20,0.01
2026-03-21,0.05
2026-03-22,0.0
2026-03-23,0.0
2026-03-24,3.62
2026-03-25,1.21
2026-03-26,0.0
2026-03-27,0.75
2026-03-28,2.0
2026-03-29,0.6
2026-03-30,0.0
2026-03-31,0.0
2026-04-01,0.41
2026-04-02,0.63
2026-04-03,0.2
2026-04-04,0.01
2026-04-05,0.0
2026-04-06,0.0
2026-04-07,0.0
2026-04-08,0.0
2026-04-09,0.0
2026-04-10,0.0
2026-04-11,0.25
2026-04-12,0.0
2026-04-13,0.22
2026-04-14,0.61
2026-04-15,1.3
2026-04-16,0.02
2026-04-17,0.01
2026-04-18,0.0
2026-04-19,0.0
2026-04-20,0.0
2026-04-21,0.0
2026-04-22,0.0
2026-04-23,0.01
2026-04-24,0.01
2026-04-25,0.0
2026-04-26,0.0
2026-04-27,0.0
2026-04-28,0.0
2026-04-29,0.0
2026-04-30,0.0
2026-05-01,0.0
2026-05-02,3.6
2026-05-03,0.03
2026-05-04,0.0
2026-05-05,0.0
2026-05-06,0.01
2026-05-07,0.0
2026-05-08,0.0
2026-05-09,0.0
2026-05-10,1.83
2026-05-11,1.57
2026-05-12,0.0
2026-05-13,7.26
2026-05-14,3.25
2026-05-15,0.34
2026-05-16,3.3
2026-05-17,1.47
2026-05-18,0.44
2026-05-19,7.26
2026-05-20,0.04
2026-05-21,0.0
2026-05-22,0.0
2026-05-23,0.0
2026-05-24,0.0
2026-05-25,0.0
2026-05-26,0.01
2026-05-27,0.0
2026-05-28,0.0
2026-05-29,0.0
2026-05-30,0.0
2026-05-31,0.0
2026-06-01,1.69
2026-06-02,41.03
2026-06-03,5.0
2026-06-04,12.08
