site,date,ec,ei,season,rain_24h,rain_48h,rain_72h,rain_7d,dry_days,max_rain_3d,teddington_level,cso_active_48h,cso_hours_48h,cso_active_monitors,cso_active_72h,cso_hours_72h
Teddington,2024-07-17,1700,210,summer,7.37,25.56,25.56,26.0,0,18.19,0.125,True,49.0,"Woking(5.0h); Ripley(2.5h); Weybridge(12.2h); Dartnell Park, Byfleet(6.9h); Cobham Bridge, Adj Cobham PS(4.8h); Stoke Road, Cobham(1.7h); Esher(6.2h); Leatherhead(5.2h); River Lane(0.8h); Windsor(3.7h)",True,49.0
Teddington,2024-08-19,200,86,summer,0.0,0.0,0.0,6.19,3,0.0,0.105,False,0.0,,False,0.0
Teddington,2025-07-02,190,10,summer,0.53,0.53,0.53,2.55,14,0.53,0.071,False,0.0,,False,0.0
Teddington,2025-07-10,1000,130,summer,0.0,0.0,1.43,15.84,3,1.43,0.107,False,0.0,,False,0.0
Teddington,2025-07-16,1000,10,summer,1.75,1.75,3.38,3.38,9,1.75,0.093,True,48.0,Little Marlow(48.0h),True,48.7
Teddington,2025-07-20,1000,1000,summer,18.17,33.71,36.74,40.12,0,18.17,0.142,True,59.0,Leatherhead(11.0h); Little Marlow(48.0h),True,83.0
Teddington,2025-08-07,530,160,summer,0.0,0.0,0.0,8.4,6,0.0,0.073,False,0.0,,False,0.0
Kingston HMT,2024-04-15,650,120,spring,3.27,3.27,3.27,7.59,0,3.27,,True,48.0,Weybridge(48.0h),True,72.0
Kingston HMT,2024-04-30,1100,410,spring,0.0,0.6,23.7,32.24,2,23.1,,True,202.8,"Ripley(11.8h); Weybridge(31.0h); Dartnell Park, Byfleet(0.2h); Cobham Bridge, Adj Cobham PS(5.2h); Stoke Road, Cobham(0.2h); Esher(38.8h); Leatherhead(38.2h); Kingston Main(48.0h); Little Marlow(10.3h); Windsor(19.1h)",True,306.2
Kingston HMT,2024-05-13,390,64,spring,0.0,0.0,0.0,6.05,6,0.0,0.174,True,48.0,Kingston Main(48.0h),True,72.0
Kingston HMT,2024-05-21,93,22,spring,0.22,0.22,0.22,2.87,4,0.22,0.138,False,0.0,,False,0.0
Kingston HMT,2024-05-28,500,170,spring,6.98,7.06,13.69,31.09,0,6.98,0.091,True,48.0,"Amyand Park Road, Twickenham(48.0h)",True,72.0
Kingston HMT,2024-06-03,160,54,summer,0.0,0.0,0.0,8.96,6,0.0,0.14,False,0.0,,False,0.0
Kingston HMT,2024-06-12,300,61,summer,0.11,0.17,1.85,1.85,14,1.68,0.125,False,0.0,,False,0.0
Kingston HMT,2024-06-17,240,31,summer,0.0,5.12,5.81,6.99,1,5.12,0.092,False,0.0,,False,0.0
Kingston HMT,2024-06-24,210,32,summer,0.0,0.0,0.04,0.04,8,0.04,0.077,False,0.0,,False,0.0
Kingston HMT,2024-07-01,220,50,summer,0.0,0.0,0.0,0.0,14,0.0,-0.001,False,0.0,,False,0.0
Kingston HMT,2024-07-09,480,,summer,7.7,12.64,13.87,27.88,0,7.7,0.174,True,10.7,Leatherhead(3.5h); Windsor(7.2h),True,22.4
Kingston HMT,2024-07-15,180,39,summer,0.0,0.0,0.02,15.9,5,0.02,0.09,False,0.0,,False,0.0
Kingston HMT,2024-07-22,170,23,summer,0.0,0.09,0.09,25.66,5,0.09,0.058,False,0.0,,False,0.0
Kingston HMT,2024-08-05,88,25,summer,0.0,0.0,0.0,3.75,3,0.0,0.122,False,0.0,,False,0.0
Kingston HMT,2024-08-27,360,180,summer,0.0,0.0,9.12,13.92,2,9.12,0.088,False,0.0,,True,4.3
Kingston HMT,2025-05-13,52,5,spring,0.0,0.19,0.19,0.19,10,0.19,0.221,False,0.0,,False,0.0
Kingston HMT,2025-05-22,68,25,spring,3.82,7.28,7.28,7.28,0,3.82,0.158,False,0.0,,False,0.0
Kingston HMT,2025-05-30,9,1,spring,0.0,0.01,4.94,10.82,2,4.93,0.11,False,0.0,,False,0.0
Kingston HMT,2025-06-11,100,34,summer,0.0,0.0,0.0,18.12,3,0.0,0.136,False,0.0,,False,0.0
Kingston HMT,2025-07-09,31,11,summer,0.0,1.43,15.19,15.97,2,13.76,0.128,False,0.0,,True,6.0
Kingston HMT,2025-07-16,460,79,summer,1.75,1.75,3.38,3.38,9,1.75,0.093,True,48.0,Little Marlow(48.0h),True,48.7
Kingston HMT,2025-07-24,100,6,summer,0.01,1.33,4.77,41.92,2,3.44,0.105,False,0.0,,False,0.0
Kingston HMT,2025-08-07,100,48,summer,0.0,0.0,0.0,8.4,6,0.0,0.073,False,0.0,,False,0.0
Kingston HMT,2025-08-15,100,72,summer,0.0,1.83,1.83,2.11,14,1.83,0.084,False,0.0,,False,0.0
Chertsey,2025-09-16,165,,autumn,0.16,4.67,5.85,24.47,1,4.51,,False,0.0,,False,0.0
Chertsey,2025-09-18,170,,autumn,0.0,0.77,0.93,19.87,3,0.77,,True,0.1,Windsor(0.1h),True,0.1
Chertsey,2026-04-09,100,,spring,0.0,0.0,0.0,0.21,14,0.0,,False,0.0,,False,0.0
Ditton's Bend,2026-03-27,470,,spring,0.0,0.68,1.92,1.93,14,1.24,,False,0.0,,False,0.0
Ditton's Bend,2026-04-11,30,,spring,0.05,0.05,0.05,0.17,14,0.05,,False,0.0,,False,0.0
Ditton's Bend,2026-04-20,370,,spring,0.0,0.0,0.31,2.1,14,0.31,,False,0.0,,False,0.0
Ditton's Bend,2026-05-04,30,,spring,0.0,0.94,0.94,0.94,14,0.94,,False,0.0,,False,0.0
Kingston Albany Reach,2025-05-12,350,,spring,0.19,0.19,0.19,0.38,9,0.19,,False,0.0,,False,0.0
Kingston Albany Reach,2025-06-18,84,,summer,0.0,0.0,0.0,1.58,10,0.0,,False,0.0,,False,0.0
Kingston Albany Reach,2025-07-01,220,,summer,0.0,0.0,0.0,2.02,14,0.0,,False,0.0,,False,0.0
Kingston Albany Reach,2025-07-07,10000,,summer,13.76,14.41,14.41,15.07,0,13.76,,True,6.0,Leatherhead(6.0h),True,6.0
Kingston Albany Reach,2026-04-24,310,26,spring,0.0,0.0,0.0,0.31,14,0.0,,False,0.0,,False,0.0
Kingston Albany Reach,2026-05-01,86,27,spring,0.0,0.0,0.0,0.0,14,0.0,,False,0.0,,False,0.0
Kingston Albany Reach,2026-05-08,770,28,spring,0.0,0.0,0.0,1.05,14,0.0,,False,0.0,,False,0.0
Walton Wharf,2025-09-17,470,,autumn,0.77,0.93,5.44,25.24,2,4.51,,False,0.0,,False,0.0
Walton Wharf,2026-03-19,300,,spring,0.0,0.0,0.01,6.75,6,0.01,,False,0.0,,False,0.0
Walton Wharf,2026-03-26,160,,spring,0.68,1.92,1.92,1.93,13,1.24,,False,0.0,,False,0.0
Walton Wharf,2026-04-03,300,,spring,0.08,0.22,0.22,1.54,14,0.14,,False,0.0,,False,0.0
Walton Wharf,2026-04-09,170,,spring,0.0,0.0,0.0,0.21,14,0.0,,False,0.0,,False,0.0
Walton Wharf,2026-04-11,360,,spring,0.05,0.05,0.05,0.17,14,0.05,,False,0.0,,False,0.0
Walton Wharf,2026-04-22,300,,spring,0.0,0.0,0.0,0.69,14,0.0,,False,0.0,,False,0.0
Walton Wharf,2026-04-29,70,,spring,0.0,0.0,0.0,0.0,14,0.0,,False,0.0,,False,0.0
